NAMESPACE,NAME,VS,PF,READY,STATUS,RESTARTS,LAST RESTART,CPU,MEM,CPU/RL,MEM/RL,%CPU/R,%CPU/L,%MEM/R,%MEM/L,IP,NODE,SERVICE-ACCOUNT,NOMINATED NODE,READINESS GATES,QOS,LABELS,VALID,AGE
development,usvc-migrations-11686ddb-2533-4700-879b-b53e939daee2-rqf29,0,●,0/1,Completed,0,<unknown>,0,0,0:0,1024:0,n/a,n/a,0,n/a,10.244.6.249,aks-k8sndpoolqa2-29166505-vmss000009,default,<none>,<none>,BU,"batch.kubernetes.io/controller-uid=ff0a1958-b17f-4186-8634-f379a8e70447,batch.kubernetes.io/job-name=usvc-migrations-11686ddb-2533-4700-879b-b53e939daee2,controller-uid=ff0a1958-b17f-4186-8634-f379a8e70447,job-name=usvc-migrations-11686ddb-2533-4700-879b-b53e939daee2",,8d
